cluster,Ext URL,HP,Other,Search,User/Channel,Video
AW,33.7268128161889,9.33108487914559,5.45250140528387,3.93479482855537,0.955593029792018,46.5992130410343
C,35.7774502579219,9.54310980103169,3.20560058953574,12.3802505526898,0.884303610906411,38.2092851879145
fR,45.8699472759227,6.15114235500879,5.62390158172232,5.62390158172232,1.93321616871705,34.7978910369069
L,33.497027655725,10.2352028948049,6.64254329284053,7.85732747479969,0.982165934349961,40.78573274748
R,36.7674858223062,8.31758034026465,3.73345935727788,4.34782608695652,0.803402646502835,46.0302457466919
fL,56.6137566137566,10.0529100529101,2.11640211640212,6.34920634920635,0.529100529100529,24.3386243386243
